religion,quoteID,date,topic
Presbyterianism,2016-07-23-000820,2016-07-23 18:30:02,sunday
Baptists,2016-07-30-006984,2016-07-30 23:58:37,politics
other,2016-12-23-070161,2016-12-23 15:53:57,review
other,2016-07-24-053261,2016-07-24 13:39:37,business
Presbyterianism,2016-08-16-127482,2016-08-16 09:00:02,magazine
Islam,2016-05-20-119448,2016-05-20 20:28:40,middleeast
Presbyterianism,2016-05-10-150088,2016-05-10 15:37:52,politics
Catholic Church,2016-09-13-150873,2016-09-13 09:00:01,review
atheism,2016-09-21-036082,2016-09-21 10:00:26,television
Judaism,2016-09-05-025509,2016-09-05 23:25:49,politics
other,2016-07-11-105863,2016-07-11 00:00:00,europe
Methodism,2016-07-28-136456,2016-07-28 02:49:32,nyregion
other,2016-07-05-005795,2016-07-05 00:00:00,americas
other,2016-06-30-009899,2016-06-30 00:00:00,politics
other,2016-09-02-047784,2016-09-02 12:09:36,asia
other,2016-07-12-085302,2016-07-12 00:00:00,media
other,2016-08-08-080159,2016-08-08 06:16:47,asia
other,2016-08-05-106853,2016-08-05 14:49:27,us
Judaism,2016-12-08-016544,2016-12-08 00:00:00,magazine
Judaism,2016-12-13-025258,2016-12-13 19:56:45,magazine
Methodism,2016-07-27-054764,2016-07-27 03:04:44,politics
other,2016-07-27-086555,2016-07-27 22:19:58,magazine
other,2016-07-07-085371,2016-07-07 00:00:00,africa
other,2016-08-06-045786,2016-08-06 17:08:01,politics
Christianity,2016-09-04-049743,2016-09-04 18:22:28,europe
Judaism,2016-07-07-108250,2016-07-07 00:00:00,business
other,2016-12-13-002359,2016-12-13 15:20:10,politics
other,2016-04-19-033187,2016-04-19 02:35:40,politics
atheism,2016-08-26-037571,2016-08-26 19:18:33,asia
Anglicanism,2016-07-11-044056,2016-07-11 00:00:00,dealbook
other,2016-12-23-048607,2016-12-23 01:14:22,middleeast
Methodism,2016-07-30-035349,2016-07-30 21:09:28,politics
other,2016-09-28-117591,2016-09-28 16:28:17,politics
Catholic Church,2016-02-24-043822,2016-02-24 02:16:16,americas
Judaism,2016-12-24-018446,2016-12-24 01:51:33,middleeast
other,2016-09-15-081378,2016-09-15 21:51:22,music
Methodism,2016-09-06-129002,2016-09-06 02:45:48,politics
Catholic Church,2016-07-06-091591,2016-07-06 00:00:00,politics
Presbyterianism,2016-09-12-101772,2016-09-12 21:11:12,dealbook
Judaism,2016-07-02-026020,2016-07-02 00:00:00,europe
Anglicanism,2016-09-09-014436,2016-09-09 21:28:30,music
Presbyterianism,2016-12-19-023868,2016-12-19 00:00:00,politics
other,2016-12-25-013653,2016-12-25 22:56:03,media
other,2016-07-07-044669,2016-07-07 00:00:00,tennis
other,2016-07-14-078873,2016-07-14 00:00:00,europe
other,2016-08-31-117059,2016-08-31 19:43:17,dealbook
Judaism,2016-09-28-125038,2016-09-28 16:28:17,politics
Catholic Church,2016-07-11-103700,2016-07-11 00:00:00,politics
Catholic Church,2016-02-17-023171,2016-02-17 11:48:30,americas
other,2016-07-06-045427,2016-07-06 00:00:00,politics
other,2016-08-30-061774,2016-08-30 09:00:21,magazine
Catholic Church,2016-07-20-065982,2016-07-20 03:02:01,opinion
other,2016-12-08-139194,2016-12-08 20:42:04,us
Presbyterianism,2016-07-13-030718,2016-07-13 00:00:00,politics
Judaism,2016-08-31-063193,2016-08-31 16:16:00,americas
Methodism,2016-09-08-102346,2016-09-08 13:47:30,politics
atheism,2016-07-27-123456,2016-07-27 23:40:33,technology
other,2016-05-06-099132,2016-05-06 06:23:52,music
Catholic Church,2016-12-30-085339,2016-12-30 17:15:39,books
Anglicanism,2016-12-16-060611,2016-12-16 16:11:32,review
Islam,2016-08-27-064916,2016-08-27 20:35:07,asia
other,2016-07-03-046788,2016-07-03 00:00:00,europe
Catholic Church,2016-07-11-086472,2016-07-11 00:00:00,europe
Methodism,2016-07-28-108732,2016-07-28 22:35:13,magazine
other,2016-12-30-077535,2016-12-30 22:04:25,dealbook
other,2016-09-12-012552,2016-09-12 00:26:10,tennis
other,2016-12-09-021189,2016-12-09 15:40:52,review
Islam,2016-06-29-005018,2016-06-29 00:00:00,africa
other,2016-08-10-082925,2016-08-10 17:33:48,europe
Presbyterianism,2016-12-05-085053,2016-12-05 22:07:08,opinion
Judaism,2016-09-10-097709,2016-09-10 10:00:01,fashion
other,2016-09-24-053844,2016-09-24 18:40:58,politics
Islam,2016-07-06-090918,2016-07-06 00:00:00,television
Catholic Church,2016-08-05-025208,2016-08-05 09:00:23,politics
Anglicanism,2016-07-08-062776,2016-07-08 00:00:00,opinion
other,2016-12-30-054392,2016-12-30 19:54:14,europe
Catholic Church,2016-08-19-018750,2016-08-19 13:23:08,europe
other,2016-11-30-024256,2016-11-30 20:30:56,europe
Presbyterianism,2016-09-05-082046,2016-09-05 23:25:20,opinion
Catholic Church,2016-12-13-012276,2016-12-13 23:02:02,us
other,2016-12-28-015883,2016-12-28 15:00:02,movies
other,2016-08-04-069962,2016-08-04 11:00:01,magazine
atheism,2016-12-23-096363,2016-12-23 17:55:08,television
other,2016-12-21-024349,2016-12-21 22:01:32,fashion
Christianity,2016-09-09-076326,2016-09-09 18:57:59,music
Judaism,2016-08-23-067681,2016-08-23 09:00:01,magazine
other,2016-07-31-032413,2016-07-31 22:23:49,politics
Baptists,2016-05-24-097061,2016-05-24 00:03:58,us
Islam,2016-07-05-095718,2016-07-05 00:00:00,middleeast
other,2016-09-08-136113,2016-09-08 20:51:31,politics
other,2016-09-30-143225,2016-09-30 23:50:25,music
Catholic Church,2016-08-01-034263,2016-08-01 10:00:01,politics
Islam,2016-09-02-058993,2016-09-02 21:11:15,politics
other,2016-07-15-076697,2016-07-15 00:00:00,europe
Methodism,2016-07-08-079221,2016-07-08 00:00:00,politics
Presbyterianism,2016-05-15-047519,2016-05-15 00:15:50,sunday
Presbyterianism,2016-09-07-106074,2016-09-07 21:25:42,politics
Catholic Church,2016-09-14-117314,2016-09-14 07:33:28,business
Judaism,2016-09-15-112102,2016-09-15 20:24:52,dealbook
Presbyterianism,2016-12-07-112627,2016-12-07 03:43:40,politics
other,2016-04-28-136908,2016-04-28 23:28:01,business
Judaism,2016-04-18-005763,2016-04-18 22:20:25,politics
Judaism,2016-07-04-012015,2016-07-04 00:00:00,middleeast
Judaism,2016-08-16-100154,2016-08-16 20:57:11,politics
Catholic Church,2016-12-29-075683,2016-12-29 05:20:21,americas
atheism,2016-08-08-110775,2016-08-08 10:11:45,asia
Catholic Church,2016-07-17-006940,2016-07-17 00:00:00,europe
Christianity,2016-09-04-039917,2016-09-04 18:22:28,europe
other,2016-08-30-115210,2016-08-30 00:17:17,politics
Presbyterianism,2016-09-16-137392,2016-09-16 07:21:01,opinion
Judaism,2016-04-30-000924,2016-04-30 23:57:54,politics
other,2016-08-30-016589,2016-08-30 09:00:21,magazine
other,2016-08-30-033164,2016-08-30 09:00:21,magazine
other,2016-07-14-064392,2016-07-14 00:00:00,europe
Catholic Church,2016-07-19-071875,2016-07-19 04:38:34,politics
Judaism,2016-12-13-094543,2016-12-13 19:56:45,magazine
Presbyterianism,2016-08-31-123763,2016-08-31 23:27:16,politics
Judaism,2016-08-08-102146,2016-08-08 09:00:21,politics
Judaism,2016-05-19-018691,2016-05-19 21:41:00,politics
Catholic Church,2016-09-07-111727,2016-09-07 18:54:28,business
atheism,2016-09-05-011469,2016-09-05 23:25:20,opinion
other,2016-09-17-025956,2016-09-17 17:42:53,fashion
Catholic Church,2016-07-26-047429,2016-07-26 18:10:51,tennis
Catholic Church,2016-12-10-025451,2016-12-10 18:30:58,europe
other,2016-02-16-053496,2016-02-16 23:48:01,magazine
other,2016-05-07-037317,2016-05-07 13:26:00,business
Presbyterianism,2016-12-09-103351,2016-12-09 04:03:24,politics
Methodism,2016-07-06-117287,2016-07-06 00:00:00,politics
Presbyterianism,2016-05-21-007112,2016-05-21 16:44:06,business
other,2016-07-17-006717,2016-07-17 00:00:00,politics
other,2016-08-12-028509,2016-08-12 18:10:39,media
other,2016-08-31-080411,2016-08-31 20:49:16,television
Methodism,2016-08-15-010181,2016-08-15 15:36:30,politics
Islam,2016-09-15-060680,2016-09-15 21:23:24,television
Judaism,2016-08-05-119443,2016-08-05 19:55:06,dealbook
Judaism,2016-07-25-011308,2016-07-25 08:50:42,politics
Presbyterianism,2016-09-15-084808,2016-09-15 02:04:46,politics
other,2016-09-05-061541,2016-09-05 15:17:07,africa
Islam,2016-07-16-002857,2016-07-16 00:00:00,asia
Presbyterianism,2016-09-08-023851,2016-09-08 23:52:27,politics
Anglicanism,2016-05-18-103706,2016-05-18 14:15:55,middleeast
other,2016-07-31-042338,2016-07-31 22:23:49,politics
Methodism,2016-08-05-108329,2016-08-05 14:49:27,us
Christianity,2016-07-17-072011,2016-07-17 00:00:00,media
Presbyterianism,2016-08-11-013138,2016-08-11 12:21:05,politics
Catholic Church,2016-12-14-059209,2016-12-14 01:02:03,politics
other,2016-09-16-116935,2016-09-16 00:17:29,politics
Methodism,2016-09-12-021289,2016-09-12 09:00:01,review
other,2016-12-27-062464,2016-12-27 23:13:54,europe
Catholic Church,2016-07-25-117017,2016-07-25 23:53:51,politics
Presbyterianism,2016-07-13-034350,2016-07-13 14:21:15,us
Catholic Church,2016-12-19-053720,2016-12-19 01:56:09,tennis
other,2016-08-30-070177,2016-08-30 09:00:21,magazine
other,2016-09-30-128284,2016-09-30 21:12:10,theater
other,2016-07-16-001404,2016-07-16 00:00:00,europe
other,2016-09-04-006559,2016-09-04 00:39:22,tennis
Anglicanism,2016-07-19-033298,2016-07-19 15:33:39,us
other,2016-09-08-054471,2016-09-08 16:23:19,politics
Baptists,2016-07-09-050493,2016-07-09 00:00:00,politics
other,2016-07-27-119686,2016-07-27 10:30:38,europe
Catholic Church,2016-07-18-104593,2016-07-18 00:00:00,politics
Judaism,2016-07-27-160505,2016-07-27 17:47:52,politics
Judaism,2016-07-06-016121,2016-07-06 00:00:00,africa
Presbyterianism,2016-07-31-010350,2016-07-31 20:36:31,europe
Presbyterianism,2016-09-24-047243,2016-09-24 00:38:21,politics
Presbyterianism,2016-12-18-043481,2016-12-18 01:08:33,politics
Methodism,2016-04-19-112797,2016-04-19 04:05:42,politics
Christianity,2016-09-05-066288,2016-09-05 13:09:27,europe
Catholic Church,2016-08-19-117873,2016-08-19 00:47:00,middleeast
Catholic Church,2016-05-01-024709,2016-05-01 18:00:01,americas
other,2016-05-17-101219,2016-05-17 01:03:24,politics
other,2016-09-08-118454,2016-09-08 07:30:52,politics
other,2016-12-12-098927,2016-12-12 01:53:22,europe
other,2016-08-27-038590,2016-08-27 10:00:22,fashion
Islam,2016-09-29-132353,2016-09-29 16:04:23,fashion
Baptists,2016-12-30-031798,2016-12-30 18:25:40,magazine
Presbyterianism,2016-09-09-068333,2016-09-09 23:25:55,politics
other,2016-09-07-130111,2016-09-07 10:00:01,movies
Presbyterianism,2016-04-27-043726,2016-04-27 19:47:05,politics
Presbyterianism,2016-05-11-098715,2016-05-11 10:24:15,politics
Catholic Church,2016-08-10-021517,2016-08-10 18:04:13,fashion
Christianity,2016-09-08-030578,2016-09-08 00:00:00,media
other,2016-07-24-036721,2016-07-24 13:39:37,business
Catholic Church,2016-07-07-082642,2016-07-07 00:00:00,americas
Christianity,2016-08-06-054163,2016-08-06 17:08:01,politics
other,2016-12-23-015437,2016-12-23 00:03:36,politics
atheism,2016-08-26-031877,2016-08-26 14:47:39,asia
other,2016-07-12-044584,2016-07-12 00:00:00,magazine
other,2016-12-08-062635,2016-12-08 20:42:04,us
atheism,2016-09-06-058418,2016-09-06 05:00:23,television
atheism,2016-09-13-070023,2016-09-13 01:02:06,nyregion
Presbyterianism,2016-12-11-054316,2016-12-11 14:29:03,politics
other,2016-08-24-128180,2016-08-24 23:13:57,music
other,2016-05-22-006477,2016-05-22 02:59:27,fashion
Catholic Church,2016-07-01-016804,2016-07-01 00:00:00,tennis
Catholic Church,2016-12-19-027537,2016-12-19 01:56:09,tennis
Catholic Church,2016-09-27-060048,2016-09-27 21:31:20,television
other,2016-02-14-045295,2016-02-14 05:13:40,sunday
Christianity,2016-09-14-097432,2016-09-14 09:46:57,dealbook
Presbyterianism,2016-04-30-056180,2016-04-30 19:27:24,us
Anglicanism,2016-07-10-054311,2016-07-10 00:00:00,us
other,2016-07-23-002325,2016-07-23 15:47:34,business
Catholic Church,2016-12-03-018545,2016-12-03 18:43:59,africa
other,2016-09-06-047837,2016-09-06 09:00:22,dealbook
other,2016-09-13-056302,2016-09-13 16:12:52,fashion
other,2016-12-07-119902,2016-12-07 18:36:59,middleeast
Presbyterianism,2016-02-12-003554,2016-02-12 23:12:00,opinion
other,2016-08-31-056766,2016-08-31 20:49:16,television
Presbyterianism,2016-09-09-125818,2016-09-09 00:55:01,politics
Catholic Church,2016-09-22-144411,2016-09-22 23:42:37,middleeast
Anglicanism,2016-07-20-132620,2016-07-20 02:53:33,politics
other,2016-07-09-066401,2016-07-09 00:00:00,politics
Methodism,2016-09-21-029283,2016-09-21 21:20:12,opinion
Judaism,2016-05-17-085923,2016-05-17 13:49:06,business
Catholic Church,2016-12-23-089804,2016-12-23 16:27:40,nyregion
Anglicanism,2016-07-22-002649,2016-07-22 06:44:57,europe
Methodism,2016-07-05-006469,2016-07-05 00:00:00,politics
other,2016-12-19-068547,2016-12-19 15:54:04,europe
Methodism,2016-07-12-110800,2016-07-12 00:00:00,us
atheism,2016-08-25-008127,2016-08-25 02:40:54,asia
Judaism,2016-12-10-024981,2016-12-10 00:13:54,business
Presbyterianism,2016-09-03-041653,2016-09-03 18:30:23,sunday
other,2016-09-04-065446,2016-09-04 15:35:54,asia
Christianity,2016-07-08-114928,2016-07-08 00:00:00,television
Catholic Church,2016-07-06-119636,2016-07-06 00:00:00,business
Presbyterianism,2016-05-24-127512,2016-05-24 09:49:26,politics
other,2016-05-06-026251,2016-05-06 04:38:39,politics
Presbyterianism,2016-07-07-095749,2016-07-07 01:49:02,politics
other,2016-07-14-015435,2016-07-14 00:00:00,politics
Christianity,2016-09-10-013490,2016-09-10 22:54:28,middleeast
Catholic Church,2016-07-06-028360,2016-07-06 00:00:00,europe
Catholic Church,2016-04-23-062775,2016-04-23 03:26:34,americas
other,2016-09-14-012569,2016-09-14 09:15:51,europe
Christianity,2016-09-04-012005,2016-09-04 18:22:28,europe
other,2016-12-01-090931,2016-12-01 01:05:01,nyregion
Islam,2016-07-13-078976,2016-07-13 00:00:00,asia
other,2016-08-31-122755,2016-08-31 09:00:31,nyregion
Judaism,2016-09-13-127072,2016-09-13 23:38:33,business
Judaism,2016-02-18-028813,2016-02-18 04:48:53,politics
Islam,2016-09-27-120929,2016-09-27 10:26:48,europe
Methodism,2016-05-16-018098,2016-05-16 05:16:59,politics
Methodism,2016-07-12-054452,2016-07-12 00:00:00,politics
Islam,2016-12-23-074362,2016-12-23 12:53:40,asia
other,2016-08-01-111583,2016-08-01 23:29:27,middleeast
other,2016-07-20-127887,2016-07-20 19:18:32,europe
Methodism,2016-07-22-017301,2016-07-22 19:42:04,politics
Judaism,2016-09-22-036457,2016-09-22 11:12:25,television
Anglicanism,2016-09-21-097399,2016-09-21 22:13:35,books
Judaism,2016-07-02-054985,2016-07-02 00:00:00,politics
Presbyterianism,2016-09-22-145669,2016-09-22 19:41:26,politics
Anglicanism,2016-07-23-076572,2016-07-23 18:45:17,politics
Catholic Church,2016-07-18-006206,2016-07-18 17:04:08,politics
other,2016-12-20-017497,2016-12-20 13:52:15,opinion
Anglicanism,2016-08-31-024255,2016-08-31 18:25:30,nyregion
Catholic Church,2016-12-23-049437,2016-12-23 16:27:40,nyregion
Judaism,2016-09-16-092289,2016-09-16 16:45:01,nyregion
Presbyterianism,2016-07-15-020782,2016-07-15 00:00:00,politics
Catholic Church,2016-07-24-013170,2016-07-24 11:51:24,politics
Methodism,2016-05-17-063873,2016-05-17 00:18:21,politics
Judaism,2016-07-22-116732,2016-07-22 17:21:51,media
other,2016-09-22-148539,2016-09-22 23:54:55,politics
other,2016-07-27-033649,2016-07-27 21:34:00,politics
Catholic Church,2016-08-13-017114,2016-08-13 00:26:38,politics
atheism,2016-05-07-046269,2016-05-07 20:41:39,sunday
Catholic Church,2016-08-10-092980,2016-08-10 09:00:27,us
Presbyterianism,2016-09-21-125031,2016-09-21 15:55:30,politics
other,2016-09-08-041135,2016-09-08 07:30:52,politics
Catholic Church,2016-07-02-072843,2016-07-02 00:00:00,politics
other,2016-08-30-001471,2016-08-30 09:00:01,magazine
Methodism,2016-08-06-010429,2016-08-06 19:18:39,politics
Catholic Church,2016-11-30-010608,2016-11-30 00:36:37,opinion
Catholic Church,2016-07-31-018451,2016-07-31 22:02:08,television
Judaism,2016-07-14-053803,2016-07-14 00:00:00,television
other,2016-12-30-074471,2016-12-30 23:59:15,nyregion
Presbyterianism,2016-08-03-111581,2016-08-03 20:56:38,politics
other,2016-07-11-103755,2016-07-11 13:22:41,business
Catholic Church,2016-12-19-029881,2016-12-19 01:56:09,tennis
other,2016-09-16-049554,2016-09-16 11:13:36,europe
other,2016-04-25-056870,2016-04-25 21:30:22,politics
Presbyterianism,2016-09-28-015265,2016-09-28 15:19:22,us
Presbyterianism,2016-07-14-029131,2016-07-14 00:00:00,politics
other,2016-07-15-037965,2016-07-15 03:59:48,politics
Presbyterianism,2016-08-29-028545,2016-08-29 15:25:45,dealbook
atheism,2016-09-19-075265,2016-09-19 05:00:25,television
Catholic Church,2016-09-10-068016,2016-09-10 21:07:06,politics
Anglicanism,2016-09-19-009348,2016-09-19 10:05:39,opinion
other,2016-08-19-024076,2016-08-19 13:23:08,europe
Islam,2016-09-22-029684,2016-09-22 23:05:25,fashion
Methodism,2016-05-19-045126,2016-05-19 02:52:20,politics
other,2016-07-22-075639,2016-07-22 22:39:13,nyregion
Catholic Church,2016-12-01-097455,2016-12-01 21:56:45,review
Catholic Church,2016-09-19-089756,2016-09-19 00:00:00,television
other,2016-07-14-101982,2016-07-14 00:00:00,politics
other,2016-12-02-123709,2016-12-02 22:30:55,europe
other,2016-07-20-077785,2016-07-20 09:00:19,politics
Methodism,2016-12-01-119963,2016-12-01 01:21:08,politics
other,2016-07-05-079086,2016-07-05 00:00:00,middleeast
other,2016-02-24-107160,2016-02-24 04:16:34,europe
Presbyterianism,2016-07-01-121386,2016-07-01 00:00:00,politics
Baptists,2016-12-20-101373,2016-12-20 02:32:00,politics
Catholic Church,2016-09-15-140098,2016-09-15 16:39:28,europe
Christianity,2016-09-15-081759,2016-09-15 07:21:02,opinion
Christianity,2016-05-27-118879,2016-05-27 19:46:41,politics
other,2016-08-30-045550,2016-08-30 09:00:21,magazine
other,2016-08-14-061316,2016-08-14 02:30:29,asia
Catholic Church,2016-08-19-013551,2016-08-19 15:41:38,politics
other,2016-08-13-026579,2016-08-13 11:52:33,politics
Methodism,2016-08-25-087771,2016-08-25 09:00:48,middleeast
Presbyterianism,2016-12-07-005327,2016-12-07 23:38:00,politics
other,2016-12-03-007520,2016-12-03 02:04:40,politics
Presbyterianism,2016-05-11-022407,2016-05-11 10:24:15,politics
Presbyterianism,2016-07-07-050723,2016-07-07 00:00:00,politics
Christianity,2016-09-11-051034,2016-09-11 21:26:40,europe
other,2016-07-01-088444,2016-07-01 00:00:00,asia
Judaism,2016-09-22-105268,2016-09-22 11:12:25,television
Judaism,2016-05-31-089881,2016-05-31 12:15:21,politics
Islam,2016-05-08-057358,2016-05-08 14:44:01,us
Islam,2016-07-07-021867,2016-07-07 00:00:00,business
atheism,2016-09-27-092997,2016-09-27 23:43:51,books
Catholic Church,2016-07-07-092639,2016-07-07 00:00:00,europe
Catholic Church,2016-07-26-105824,2016-07-26 18:10:51,tennis
Presbyterianism,2016-09-21-051131,2016-09-21 02:25:57,politics
Anglicanism,2016-07-18-069234,2016-07-18 00:00:00,europe
Judaism,2016-12-13-142146,2016-12-13 19:56:45,magazine
other,2016-05-15-010238,2016-05-15 02:15:49,tennis
Catholic Church,2016-12-05-038655,2016-12-05 22:43:53,politics
Catholic Church,2016-07-22-042811,2016-07-22 17:21:47,media
Presbyterianism,2016-12-06-059240,2016-12-06 23:21:27,politics
Catholic Church,2016-09-29-173641,2016-09-29 09:00:03,magazine
Judaism,2016-08-03-001375,2016-08-03 17:50:47,politics
Baptists,2016-12-23-007363,2016-12-23 11:03:09,nyregion
other,2016-12-30-028728,2016-12-30 13:30:00,review
Catholic Church,2016-07-23-037167,2016-07-23 18:45:17,politics
atheism,2015-12-30-068011,2015-12-30 12:23:47,movies
Anglicanism,2015-07-31-064396,2015-07-31 12:35:59,africa
other,2015-12-28-063792,2015-12-28 04:18:50,politics
Catholic Church,2015-12-30-075534,2015-12-30 16:23:45,nyregion
Catholic Church,2015-02-19-086732,2015-02-19 14:01:38,us
Presbyterianism,2015-07-31-033790,2015-07-31 14:36:35,nyregion
Presbyterianism,2017-02-28-011998,2017-02-28 10:00:19,politics
Christianity,2017-11-17-066027,2017-11-17 15:00:22,movies
Presbyterianism,2017-06-08-111666,2017-06-08 07:21:14,opinion
Catholic Church,2017-10-04-130074,2017-10-04 00:15:06,middleeast
other,2017-07-19-111905,2017-07-19 01:06:40,middleeast
Presbyterianism,2017-06-11-041644,2017-06-11 09:01:11,politics
Judaism,2017-09-12-155539,2017-09-12 08:47:39,fashion
Catholic Church,2017-09-04-086946,2017-09-04 23:23:12,us
Catholic Church,2017-06-29-086793,2017-06-29 13:54:39,opinion
Judaism,2017-04-13-098292,2017-04-13 09:00:01,magazine
Judaism,2017-11-18-084030,2017-11-18 06:08:24,television
other,2017-09-11-144137,2017-09-11 20:54:56,tennis
Presbyterianism,2017-03-16-003902,2017-03-16 18:49:03,opinion
Catholic Church,2017-03-10-126313,2017-03-10 09:34:16,television
Presbyterianism,2017-05-10-018180,2017-05-10 02:48:30,politics
Judaism,2017-03-13-122342,2017-03-13 09:00:02,magazine
Catholic Church,2017-10-06-050410,2017-10-06 18:44:13,nyregion
Presbyterianism,2017-02-13-003955,2017-02-13 17:52:45,politics
Presbyterianism,2017-03-30-080425,2017-03-30 15:43:38,business
Presbyterianism,2017-04-13-082054,2017-04-13 15:14:36,europe
Presbyterianism,2017-06-14-058408,2017-06-14 09:00:01,magazine
Catholic Church,2017-10-06-110259,2017-10-06 18:44:13,nyregion
Christianity,2017-09-11-096019,2017-09-11 21:14:05,europe
Catholic Church,2017-06-23-097824,2017-06-23 09:21:48,television
Methodism,2017-05-17-124513,2017-05-17 16:25:47,politics
Catholic Church,2017-02-15-064998,2017-02-15 01:35:50,politics
Presbyterianism,2017-03-25-053766,2017-03-25 16:14:14,politics
atheism,2017-03-15-145958,2017-03-15 09:00:01,theater
Presbyterianism,2017-01-31-005304,2017-01-31 02:49:51,dealbook
Presbyterianism,2017-07-26-168344,2017-07-26 01:53:42,opinion
Catholic Church,2017-07-06-031485,2017-07-06 18:40:09,us
Methodism,2017-03-16-032411,2017-03-16 02:05:43,politics
Catholic Church,2017-02-25-003530,2017-02-25 03:40:26,opinion
Presbyterianism,2017-11-10-095918,2017-11-10 10:00:28,television
other,2017-08-11-051213,2017-08-11 21:30:17,fashion
Christianity,2017-05-11-093585,2017-05-11 09:18:08,television
Baptists,2017-04-06-060751,2017-04-06 18:47:00,politics
other,2017-09-11-087355,2017-09-11 07:21:12,opinion
Methodism,2017-05-26-084881,2017-05-26 09:00:31,politics
other,2017-10-16-101558,2017-10-16 19:05:00,books
Judaism,2017-11-20-094357,2017-11-20 18:07:53,us
Presbyterianism,2017-03-17-057712,2017-03-17 09:00:26,politics
Catholic Church,2017-07-13-118625,2017-07-13 08:45:55,europe
other,2017-07-25-107572,2017-07-25 20:10:49,politics
other,2017-10-26-145729,2017-10-26 20:11:04,politics
Islam,2017-07-14-123625,2017-07-14 06:38:53,middleeast
Judaism,2017-09-07-031427,2017-09-07 19:46:07,middleeast
Presbyterianism,2017-10-27-036170,2017-10-27 09:33:02,briefing
Methodism,2017-08-17-007776,2017-08-17 09:00:16,politics
Catholic Church,2017-02-16-005842,2017-02-16 20:50:41,politics
other,2017-03-13-040953,2017-03-13 07:21:26,opinion
Judaism,2017-03-13-046008,2017-03-13 09:00:02,magazine
Presbyterianism,2017-05-10-030635,2017-05-10 01:22:06,opinion
other,2017-07-02-033793,2017-07-02 19:32:46,nyregion
Presbyterianism,2017-09-01-080793,2017-09-01 09:07:54,africa
Catholic Church,2017-03-30-097097,2017-03-30 17:16:51,politics
Catholic Church,2017-09-23-029872,2017-09-23 22:23:00,us
Judaism,2017-04-24-059616,2017-04-24 20:15:54,politics
Catholic Church,2017-04-12-118006,2017-04-12 03:00:13,politics
Presbyterianism,2017-06-22-131289,2017-06-22 02:50:28,politics
Judaism,2017-07-24-130495,2017-07-24 18:48:44,politics
Catholic Church,2017-06-15-097020,2017-06-15 09:30:18,television
Judaism,2017-10-27-104086,2017-10-27 21:40:21,sports
Presbyterianism,2017-08-10-162881,2017-08-10 19:08:45,asia
Catholic Church,2017-08-04-113534,2017-08-04 08:05:57,television
Presbyterianism,2017-06-19-005281,2017-06-19 21:43:08,books
atheism,2017-07-31-011519,2017-07-31 22:00:01,nyregion
Catholic Church,2017-06-08-018594,2017-06-08 09:13:14,television
Catholic Church,2017-07-27-041210,2017-07-27 09:05:06,television
other,2017-07-21-051021,2017-07-21 19:17:07,europe
Catholic Church,2017-05-04-009081,2017-05-04 09:07:04,television
Presbyterianism,2017-03-16-044454,2017-03-16 16:43:30,politics
Judaism,2017-07-24-069912,2017-07-24 18:48:44,politics
Islam,2017-10-23-076814,2017-10-23 12:24:52,business
Catholic Church,2017-11-02-113509,2017-11-02 09:16:47,television
Presbyterianism,2017-06-14-115491,2017-06-14 09:00:25,review
Baptists,2017-08-08-075049,2017-08-08 09:00:27,business
other,2017-05-25-074848,2017-05-25 00:50:01,media
Judaism,2017-11-01-086827,2017-11-01 09:00:26,magazine
Catholic Church,2017-06-08-085340,2017-06-08 11:40:16,asia
Catholic Church,2017-12-24-038827,2017-12-24 21:15:42,europe
Presbyterianism,2017-09-21-106794,2017-09-21 00:10:08,asia
Judaism,2017-04-24-101997,2017-04-24 09:00:20,nyregion
other,2017-04-06-004242,2017-04-06 16:15:59,business
Presbyterianism,2017-07-21-009764,2017-07-21 21:01:52,asia
other,2017-06-04-012936,2017-06-04 21:20:15,music
Presbyterianism,2017-03-15-141827,2017-03-15 20:08:56,business
Methodism,2017-08-31-177428,2017-08-31 23:36:59,us
Catholic Church,2017-10-03-049936,2017-10-03 08:36:58,fashion
other,2017-03-21-009974,2017-03-21 20:56:41,africa
other,2017-09-22-064779,2017-09-22 23:50:29,opinion
Catholic Church,2017-09-19-140076,2017-09-19 09:20:31,television
other,2017-06-14-133851,2017-06-14 17:45:31,business
Catholic Church,2017-12-20-092693,2017-12-20 06:45:12,opinion
Presbyterianism,2017-10-22-081936,2017-10-22 16:25:05,politics
other,2017-09-16-071767,2017-09-16 23:54:20,americas
Baptists,2017-03-06-071166,2017-03-06 12:00:22,review
Catholic Church,2017-03-09-139448,2017-03-09 08:21:24,opinion
atheism,2017-08-16-026471,2017-08-16 20:38:17,fashion
Judaism,2017-04-15-033385,2017-04-15 02:27:57,americas
other,2017-11-19-050790,2017-11-19 11:00:31,briefing
Judaism,2017-10-09-097759,2017-10-09 21:32:59,politics
Judaism,2017-12-20-122883,2017-12-20 10:00:21,movies
Catholic Church,2017-03-16-127519,2017-03-16 17:51:02,politics
other,2017-03-13-001578,2017-03-13 23:27:51,europe
other,2017-10-19-138509,2017-10-19 23:40:23,nyregion
other,2017-04-04-006105,2017-04-04 22:18:51,politics
Islam,2017-05-16-008174,2017-05-16 00:20:39,nyregion
Catholic Church,2017-05-15-013093,2017-05-15 06:12:07,asia
Catholic Church,2017-11-22-147154,2017-11-22 10:22:48,television
